item_id,seller,ships_to,ships_from,category,first_seen,last_seen
095a54b944,ea3824dab4,"USA and Canada","United States of America",26,1333952978,1340671017
a168f23be5,75ea46a489,"United States of America","United States of America",223,1333933275,1333933275
2c75ada6bb,fe7f4de5e9,"United States of America","United States of America",22,1333951312,1334676711
2448f880a6,9ab4c43602,"United States of America","United States of America",22,1333950254,1336441551
75bab058c0,14fd3eaa8b,Worldwide,Netherlands,34,1333930000,1338796512
436e5f47e3,4083af0230,Worldwide,"United States of America",70,1333934523,1333934523
0ff08ba91e,f476151e76,Worldwide,France,93,1333946095,1334889516
349635a595,32064d7997,"USA and Canada","United States of America",93,1333946689,1343112338
3004a2f800,ca492f913f,"United States of America","United States of America",144,1333960420,1343092887
b593a127c7,8e65664d8d,Worldwide,"United States of America",70,1333938639,1333938639
750e346e0f,5590241a4a,Worldwide,China,233,1333932644,1337990364
d411964ae0,af8bc8da2b,Worldwide,undeclared,93,1333957399,1334802429
8e7fa4c1d3,bee853c4b4,Worldwide,undeclared,23,1333935076,1333935076
5e1ddbedf5,9569b3503e,Worldwide,Finland,98,1333948230,1335669184
8b5b724eb1,a32e1edeeb,"United States of America","United States of America",240,1333938212,1333938212
c2901dfb66,9569b3503e,Worldwide,Finland,98,1333948227,1335669184
c10973e638,53278bfddc,"United States of America","United States of America",242,1333939608,1343094082
2bfb916a24,bee853c4b4,Worldwide,undeclared,120,1333933341,1333933341
0bf1c840ef,af8bc8da2b,"United Kingdom","United Kingdom",22,1333951911,1333951911
19cb203432,42a4b07ec3,Worldwide,undeclared,70,1333957295,1343113508
1c65703da7,bee853c4b4,Worldwide,undeclared,53,1333956469,1333956469
c7cffda259,f476151e76,Worldwide,Germany,93,1333946095,1334889517
b4012c6fa1,f476151e76,Worldwide,Australia,93,1333946095,1334889518
ab76d4f09d,bee853c4b4,Worldwide,undeclared,23,1333947416,1333947416
aaa335f98e,15163b593d,"USA and Canada",Canada,168,1333956559,1335328184
0c31db5264,ca492f913f,"United States of America","United States of America",69,1333960421,1343092888
f3a804fd96,75ea46a489,"United States of America","United States of America",22,1333947006,1339835407
f5cf3c393c,764caaea5f,"United States of America",undeclared,12,1333942204,1334638561
803b4dce2c,4b1ca3a6e9,Worldwide,Netherlands,92,1333959516,1333959516
21e2497ee0,42a4b07ec3,Worldwide,undeclared,129,1333945319,1343122067
9ca5c4b0a2,f4eedfec59,"EU, CH, and NO","Czech Republic",1,1333959474,1341812708
1a44484483,5590241a4a,Worldwide,China,236,1333932648,1337990358
35367d8a98,bee853c4b4,Worldwide,undeclared,120,1333933374,1333933374
86ad4fe1b3,e82e294c31,Worldwide,"United States of America",80,1333950399,1340327489
6abd832331,2a2f44143c,"United Kingdom","United Kingdom",92,1333941974,1333941974
489651134c,75ea46a489,"United States of America","United States of America",223,1333946930,1339990758
d0b9df5ae1,ae5b2b08d8,"United Kingdom","United Kingdom",22,1333935734,1337243652
798bf3f74d,463ca20575,Worldwide,"United States of America",94,1333934112,1335311004
422fe23fc4,e18266fdb3,Germany,Germany,22,1333950882,1335327857
1c3df94430,9ab4c43602,"United States of America","United States of America",240,1333935075,1342913870
ab70f5a774,735594e865,Worldwide,"United Kingdom",70,1333956424,1333956424
e1109cb345,bee853c4b4,Worldwide,undeclared,53,1333956469,1333956469
bb2bb054b6,e08d80fdf7,"United States of America","United States of America",63,1333960737,1334895060
322c426c63,fa546b7f58,"European Union",Germany,23,1333937576,1338775588
4923bf02e6,eb863d5060,"United States of America","United States of America",92,1333938131,1343093118
b41ca76e33,2a39c5b9d8,"USA and Canada","United States of America",213,1333956037,1333956037
09b5792f41,e18266fdb3,Germany,Germany,22,1333950882,1335327863
48ad6e1313,32505c0563,Worldwide,undeclared,129,1333948515,1343101176
c1a3f5bdaf,2cc262d8e0,Worldwide,"United Kingdom",51,1333936601,1336525701
e865f716ab,20f36f7f30,"United Kingdom","United Kingdom",70,1333953441,1335151831
f1f16b82c1,ca492f913f,"United States of America","United States of America",69,1333960421,1341187585
2ca235229e,17ca2c9f8c,Worldwide,Canada,70,1333956648,1335678395
dd508ca361,15e3fae6ba,Worldwide,undeclared,51,1333972609,1337988917
019c9df45f,ae5b2b08d8,"United Kingdom","United Kingdom",22,1333935734,1337560816
f422f73087,bee853c4b4,Worldwide,undeclared,23,1333935070,1333935070
09058a763f,bee853c4b4,Worldwide,undeclared,22,1333947416,1333947416
c0a111cb22,10f5d12d72,"EU, USA, and Canada",Canada,24,1333935431,1334879809
cde333c39a,c788964150,Worldwide,"United States of America",134,1333932900,1343087337
b4c6be7a10,ae5b2b08d8,"United Kingdom","United Kingdom",22,1333935734,1337068556
701af74c2f,ee6d4d91e9,Worldwide,undeclared,1,1333964208,1333964208
96ba458973,ac9672c4d4,"European Union","United Kingdom",70,1333947168,1333947168
7362c7952c,3254066b79,"South Africa","South Africa",98,1333948224,1335140407
296dcb6cb9,dd4acbbbc5,Worldwide,"United Kingdom",241,1333967751,1337915494
2a3c804349,bee853c4b4,Worldwide,undeclared,53,1333972918,1333972918
8464cc4daa,bee853c4b4,Worldwide,undeclared,23,1333935075,1333935075
472773deea,798c4d3ee8,"European Union",undeclared,23,1333951006,1335327933
3f9a81c88c,dd4acbbbc5,"European Union","United Kingdom",241,1333967751,1338690737
1997378494,75ea46a489,"United States of America","United States of America",98,1333933924,1337420372
7c6ed55952,02bdc7d6fa,Worldwide,undeclared,92,1333954446,1334798048
a962ab6315,c788964150,Worldwide,undeclared,183,1333946233,1343099065
243eb2f60d,9ab4c43602,"United States of America","United States of America",240,1333935075,1342919516
29b6c8f9de,5590241a4a,Worldwide,China,236,1333932646,1337990363
5b5e2a2a40,bee853c4b4,Worldwide,undeclared,22,1333947416,1333947416
552f1ab35f,32505c0563,"United States of America","United States of America",92,1333958024,1333958024
45e305257c,4083af0230,Worldwide,"United States of America",70,1333934519,1333934519
f80b636c83,bee853c4b4,Worldwide,undeclared,53,1333956469,1333956469
bfe4f4fae1,bee853c4b4,Worldwide,undeclared,22,1333947416,1333947416
2fcb5102c9,11f3675680,Worldwide,Germany,36,1333953908,1335144514
64c74c7a40,bee853c4b4,Worldwide,undeclared,23,1333947416,1333947416
cbda4390f5,15163b593d,Worldwide,Canada,22,1333959156,1333959156
d277470576,9ff44e7923,Worldwide,undeclared,168,1333956557,1341714994
502371fa3f,fa546b7f58,Worldwide,Germany,33,1333937562,1341444159
4f9f5df1a2,798c4d3ee8,"European Union",France,22,1333958935,1334985474
e0802e0eff,bee853c4b4,Worldwide,undeclared,53,1333947416,1333947416
10b2e230dc,5590241a4a,Worldwide,China,233,1333932644,1333932644
e394581c60,20f36f7f30,"European Union","United Kingdom",70,1333953441,1333953441
5239c5ce03,2692d5c2a6,"United States of America","United States of America",51,1333959505,1335074785
40246e50eb,9ab4c43602,"United States of America","United States of America",242,1333935076,1339374103
22f244b974,e68195c6e3,Worldwide,"United States of America",94,1333934095,1333934095
93c0b6414a,fe7f4de5e9,"United States of America","United States of America",22,1333951307,1334676714
55d7ce8fa4,b0e2b197c0,"United States of America","United States of America",56,1333956526,1333956526
2e0313092d,bee853c4b4,Worldwide,undeclared,53,1333947416,1333947416
c946cf8727,15163b593d,Worldwide,Canada,22,1333959158,1333959158
ba850a28c2,2cc262d8e0,Worldwide,India,239,1333936599,1336819233
7c96871282,32064d7997,"USA and Canada","United States of America",93,1333946691,1343100440
8f1c23eb6a,af8bc8da2b,"United Kingdom","United Kingdom",22,1333957397,1333957397
925f1f9fc8,fe7f4de5e9,"United States of America","United States of America",253,1333935615,1336700102
653a42f14a,45aa7eeddd,"United States of America","United States of America",51,1333938899,1334798246
fe8b0f03fa,edc6a03ff6,Worldwide,Sweden,248,1333958641,1335664925
796c7f90e6,8f7e1f6466,"United Kingdom","United Kingdom",63,1333941730,1333941730
9fc90a2a11,255464048f,"European Union","United Kingdom",35,1333952456,1333952456
a6481b98e1,4083af0230,Worldwide,"United States of America",70,1333934515,1333934515
502cd84145,ac9672c4d4,"European Union","United Kingdom",70,1333964891,1333964891
7aca32e71d,8e65664d8d,Worldwide,"United States of America",70,1333938639,1335667519
e0d65bec5f,bee853c4b4,Worldwide,undeclared,53,1333947416,1333947416
25f18f59ad,f24672929d,Australia,Australia,41,1333938356,1343119579
35d7b0a22a,dd4acbbbc5,Worldwide,"United Kingdom",241,1333967751,1337915490
b96536d71f,f476151e76,Worldwide,Canada,93,1333946095,1333946095
801876482b,9ff44e7923,Worldwide,undeclared,168,1333972256,1343108532
5cb697eeba,1884129708,"USA and Canada","United States of America",30,1333956097,1336366825
debcc12f8d,f6cea9c684,Worldwide,"United States of America",171,1333942307,1333942307
efa51d12ab,ac9672c4d4,"European Union","United Kingdom",70,1333947171,1334793745
e52306e86a,75ea46a489,"United States of America","United States of America",63,1333941956,1336868071
7c84fd2fab,8c36235603,"EU, USA, and Canada",Germany,48,1333938872,1333938872
bd4b08aec8,c788964150,Worldwide,undeclared,183,1333946233,1343087666
6b45c39d10,e9c9c92b45,Worldwide,Netherlands,23,1334639160,1337823798
c07ebec81f,3970e2560a,"United States of America","United States of America",36,1334655515,1338780081
8b228e57db,0c55707667,"USA and Canada","United States of America",70,1334676118,1335848225
8414c4fb50,950968f5c6,"EU, USA, and Canada","United States of America",22,1334676703,1337847717
80ac9bf73a,b392065f1e,"EU, USA, and Canada",undeclared,92,1334641505,1338538170
75b33747d7,8fa635d335,"United States of America","United States of America",1,1334677057,1334677057
69b743186d,1ba1a3de91,Worldwide,"United States of America",129,1334661106,1334891311
7056a1145a,de307da691,Worldwide,undeclared,175,1334648189,1342928349
d087bfda71,244342e41d,"Worldwide except USA",Netherlands,168,1334658159,1335322247
c68984b0b8,e62cd0afa0,"United States of America","United States of America",240,1334644262,1335064124
89bcd4e1b0,244342e41d,"Worldwide except USA",Netherlands,171,1334651888,1341981213
a1203d9ea7,e1ca55b720,Worldwide,France,23,1334653291,1335072971
501358a277,32064d7997,Worldwide,"United States of America",93,1334649302,1343099321
8a7efaaf1e,9668d667f3,"United States of America","United States of America",92,1334639348,1341970167
59a0ebead0,eb38aca774,"United States of America","United States of America",56,1334658970,1341473643
1f8f78742a,d0db644713,Worldwide,"United States of America",217,1334639546,1336531088
efd3bef2ab,53278bfddc,"United States of America","United States of America",58,1334644034,1343093947
bfe2b4985a,b392065f1e,"United States of America","United States of America",190,1334641507,1343109453
40be80ad49,fa546b7f58,"European Union",Germany,70,1334642325,1338542428
b62f9f50c9,e42756744f,"Worldwide except USA",Netherlands,6,1334658976,1334658976
da3ad21c2a,fa546b7f58,Worldwide,Germany,70,1334642272,1341985920
f91fd81eb0,a3ffad93e2,"United States of America","United States of America",22,1334640285,1335069786
f6feb13880,798c4d3ee8,"European Union",undeclared,22,1334676806,1334676806
505146eb86,1718351d28,Worldwide,Netherlands,171,1334641346,1337655549
fb5200d7f9,1ba1a3de91,Worldwide,"United States of America",129,1334650988,1334891287
8dd8c79b31,c14f03ec43,Worldwide,"United States of America",51,1334639845,1343092799
c49adcb799,fd53026c31,"United States of America","United States of America",92,1334645776,1335332226
7653f5bade,00ee755a79,Worldwide,undeclared,129,1334643790,1335319252
52ccb0926d,2a8f64cc3a,"United States of America","United States of America",51,1334643434,1334643434
e642323663,a2daf63c88,"United Kingdom","United Kingdom",23,1334653243,1334894219
589b57a88e,a40f85388e,"United States of America","United States of America",22,1334639360,1334795503
0a14852e40,f6f59a9036,"United States of America","United States of America",22,1334653804,1335758939
e2dd1ba458,f476151e76,Worldwide,undeclared,142,1334648861,1341455892
bc48c7a619,d5977db029,Worldwide,undeclared,93,1334649452,1341468135
c6a002cd1d,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442090
2b30cdb469,b283afef99,"EU, CH, and NO",Netherlands,23,1334653220,1337411207
768d93acc8,c2d6aa33a1,Worldwide,"United Kingdom",219,1334638053,1343087782
81d98adb07,2cc262d8e0,"United States of America","United States of America",63,1334641426,1343105883
274a3c794d,fb30570018,"United States of America","United States of America",70,1334655364,1335153601
fd34f5271e,5b63424c90,Worldwide,"United Kingdom",63,1334644518,1341969982
9a5405e1d3,d5977db029,Worldwide,undeclared,65,1334643617,1341451645
51de04b1f4,d357254a10,Worldwide,Netherlands,23,1334653243,1341800034
337774ed38,1ca1311547,"United States of America","United States of America",56,1334647213,1342889750
505a008087,06b8d7df42,Worldwide,"United Kingdom",92,1334650687,1334979731
9f5aedf71b,ef775b9243,Worldwide,"United States of America",1,1334665941,1336021629
7efeaee946,b392065f1e,"United States of America","United States of America",190,1334641507,1343109452
a52d909601,214d649f8a,"United States of America","United States of America",22,1334656134,1336026390
e4b3b3b09c,d000b01a82,Worldwide,Moldova,65,1334643617,1343108002
5c408d9de1,4e848ffdb0,"United States of America","United States of America",96,1334640650,1341965710
17f99a4f73,e1ca55b720,Worldwide,France,23,1334653291,1337174805
3ec0c5ab7c,a3ffad93e2,"United States of America","United States of America",1,1334640291,1334803067
de85334524,75ea46a489,"United States of America","United States of America",22,1334639471,1335057955
a496993e26,3d9c8ec96c,"United States of America","United States of America",229,1334649583,1343100532
b34a311ffb,1a4a21cc0a,"USA and Canada","United States of America",92,1334643202,1335331668
cb17740d26,244342e41d,"Worldwide except USA",Netherlands,34,1334655286,1340407205
8a571e7941,685ade1418,Worldwide,Italy,12,1334657156,1337743428
f9ca84467e,de307da691,Worldwide,undeclared,93,1334648189,1342928346
8806a57c67,aff60ef807,Worldwide,undeclared,36,1334655592,1336797261
d1deb72c69,45cc1627d9,"United States of America","United States of America",34,1334639466,1336372208
94c6558ef1,254661315e,"United States of America","United States of America",33,1334699742,1335670729
e7b7324caa,a54cd7dce9,Worldwide,undeclared,12,1334638250,1334892096
e81ddad127,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442060
06aad2328d,247adf9be8,"United States of America","United States of America",23,1334653043,1337245050
4df54906e5,0c55707667,"USA and Canada","United States of America",70,1334680766,1335774544
11a1dfd3fe,4586127991,Worldwide,"United States of America",134,1334636045,1341963101
19d54bf95f,3254066b79,Worldwide,"South Africa",22,1334650495,1342918538
66832a1d6b,78751100e9,"United States of America","United States of America",22,1334638654,1336524866
4be622f316,1e0f977b89,"United States of America","United States of America",33,1334640036,1338678429
43cd54130b,2cc262d8e0,Worldwide,Spain,203,1334641429,1335062282
5799130167,4b04f8649e,Worldwide,undeclared,70,1334670919,1335332405
9a9637bc3c,17ca2c9f8c,Worldwide,undeclared,1,1334647303,1335322292
c74a6c9991,526096552d,"United States of America","United States of America",184,1334650165,1334650165
d848ffc7c3,42a4b07ec3,Worldwide,undeclared,93,1334646588,1336276424
18529b6b01,d44989c54f,"United States of America","United States of America",92,1334658223,1335845579
9498dafed0,06b8d7df42,"United Kingdom","United Kingdom",168,1334650687,1334650687
7b296a95f6,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442078
b9a2c2a7cc,78751100e9,"United States of America","United States of America",22,1334638653,1335057200
4f159f2712,b392065f1e,"United States of America","United States of America",75,1334636662,1343088354
e1ddaa05b6,79d26b0e71,"United States of America","United States of America",1,1334653052,1334983785
a97dda8925,bf41c942c4,Worldwide,"United States of America",93,1334649553,1334649553
05dd15a559,78751100e9,"United States of America","United States of America",22,1334638653,1335057218
2968902541,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442055
f6718a31e9,ec86fcb76d,Worldwide,undeclared,144,1334652995,1334652995
292b29389e,3f51fa663f,"European Union",Netherlands,36,1334655425,1336285886
9e5b3f9dd2,e9c9c92b45,Worldwide,Netherlands,70,1334639160,1343105023
1bd48af30e,12802d660c,"United States of America","United States of America",28,1334646418,1341363908
1d11c1fcea,16c4d6edc8,"United States of America","United States of America",51,1334639870,1336009363
d2b3ad1e2d,8c6d7e4797,"United States of America","United States of America",22,1334638158,1338003172
9147767a0a,a40f85388e,"United States of America","United States of America",22,1334639360,1334795493
e7f4ab5c73,a40f85388e,"United States of America","United States of America",22,1334639360,1334795504
6203356551,bd2ef602fd,"United States of America","United States of America",48,1334656692,1343099422
6468dd9e9a,e62cd0afa0,"United States of America","United States of America",22,1334656785,1335072327
8d77a0c0b6,4e848ffdb0,"United States of America","United States of America",124,1334645984,1340674024
7550983586,15163b593d,Worldwide,Canada,22,1334640291,1334805925
39b930a4fd,d782f9e09f,"United States of America","United States of America",22,1334639570,1336016998
e7726571f9,b392065f1e,"United States of America","United States of America",75,1334636662,1343088325
e2e4b1dd0b,ec86fcb76d,Worldwide,undeclared,144,1334652995,1334652995
b352f326af,2cc262d8e0,"United States of America","United States of America",63,1334641426,1341980256
5892958ad3,4da7a60a6b,Worldwide,Austria,168,1334647734,1337143744
eb16e5b3c6,9f64016616,Worldwide,Finland,70,1334686941,1339730524
e050c39d92,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442084
c3179a0b48,358593694f,Worldwide,"United States of America",23,1334653243,1335081162
fc323d1800,ef775b9243,Worldwide,"United States of America",33,1334672134,1334806855
c31a4395cc,a40f85388e,"United States of America","United States of America",22,1334639360,1335670094
2fd7658d89,15163b593d,Worldwide,Canada,22,1334652906,1334805943
2927e5914f,2cc262d8e0,"United States of America","United States of America",63,1334641426,1341977877
83fd76a5ff,f476151e76,Worldwide,undeclared,1,1334648861,1341478417
c4691cb1b6,32064d7997,Worldwide,"United States of America",93,1334649302,1343100445
bb69a22664,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442083
ec9aeab40d,d5d76cd189,"Worldwide except USA",Netherlands,36,1334642136,1335062956
56ddccb476,9668d667f3,"United States of America","United States of America",92,1334639348,1343095024
c59387a841,7e50b48282,Australia,Australia,12,1334704998,1335752151
cc37a90d6f,0e3a99c174,"United Kingdom","United Kingdom",223,1334639445,1338682355
01ebcc01a9,8983d1a259,Worldwide,undeclared,70,1334670337,1335332071
d2af38989b,fd065ea99a,"United States of America","United States of America",22,1334667285,1334819431
379b8729ca,e62cd0afa0,"United States of America","United States of America",239,1334644430,1334886526
ecef7b487c,3970e2560a,"United States of America","United States of America",36,1334655598,1336350553
81b43341f7,78751100e9,"United States of America","United States of America",22,1334638653,1335057183
8397166258,17fd5d25cb,Worldwide,Canada,168,1334658753,1334658753
27550270da,78751100e9,"United States of America","United States of America",22,1334638653,1334879351
835950d267,25f5a28840,"United States of America","United States of America",92,1334695200,1334695200
bbc5f6d053,78751100e9,"United States of America","United States of America",22,1334638653,1335057179
0515ac7780,0d0eb04777,"United States of America","United States of America",92,1334671549,1343109175
93dca90e0e,e82e294c31,Worldwide,"United States of America",25,1334640391,1340323123
12f8349090,78751100e9,"United States of America","United States of America",22,1334638653,1334638653
4b6efd3465,cdc277fbfd,"United States of America","United States of America",161,1334643452,1334798258
108f3e13a8,a3ffad93e2,Worldwide,undeclared,53,1334647739,1343127740
55eca52931,5dbb7a68f3,"United Kingdom","United Kingdom",1,1334648972,1334978918
d720330ef5,244342e41d,"Worldwide except USA",Netherlands,171,1334646141,1343089761
98c9e2f4e6,f476151e76,Worldwide,undeclared,129,1334648861,1335835079
2dcfceb79b,d0db644713,Worldwide,"United States of America",217,1334639546,1336531091
7bee5e602b,125fdac028,Worldwide,undeclared,1,1334666209,1343114886
340d534126,f4c289cf1c,Worldwide,India,92,1334640285,1343093675
22c6ee04ef,d72fef8509,"United States of America","United States of America",22,1334676806,1336017024
33a163f205,abc52c6233,"United States of America","United States of America",204,1334655188,1335144933
8823015c9f,75ea46a489,"United States of America","United States of America",22,1334639471,1335149980
989eab5476,5da90e2e67,"USA and Canada","United States of America",70,1334638103,1335756321
de22e1673d,f476151e76,Worldwide,undeclared,93,1334648861,1339817376
9027c5938c,e42756744f,"Worldwide except USA",Netherlands,70,1334658976,1334658976
4b87253c72,c01664a83c,Worldwide,Spain,36,1334655536,1341989610
79208bf0b1,db0c1adda1,Worldwide,"United States of America",22,1334638899,1335164706
6fe1104953,e1ca55b720,Worldwide,France,23,1334653291,1336287801
81e7be1faf,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442066
23f9bc7a4f,d000b01a82,Worldwide,Moldova,65,1334643617,1343108193
8791e79e0b,a3ffad93e2,"United States of America","United States of America",22,1334640291,1335151307
7d13ffa0ec,a4c0576558,Worldwide,"United States of America",94,1334637139,1334637139
133cc1ecc1,ca492f913f,"United States of America","United States of America",254,1334638611,1335146250
394c0977d6,1ba1a3de91,Worldwide,"United States of America",129,1334661106,1334891301
f0d69f96a7,5da90e2e67,"USA and Canada","United States of America",247,1334636610,1339664442
ac0299c854,a2f877581c,"United Kingdom","United Kingdom",48,1334656783,1335319007
394a9db2ea,6fbb5e82be,"European Union",undeclared,22,1334654787,1334894834
c81a40c475,a4c0576558,Worldwide,"United States of America",98,1334650528,1334650528
aebbc685af,d357254a10,Worldwide,Netherlands,23,1334653291,1342839664
1bf421ded4,82466b59a4,Worldwide,"United Kingdom",70,1334638728,1335324720
810a9f66e8,a59e8cf63a,"United States of America","United States of America",63,1334670919,1334670919
4ef92774f5,d357254a10,Worldwide,Netherlands,23,1334653291,1339376087
d09397f7a0,a54cd7dce9,Worldwide,undeclared,12,1334638250,1334879011
26dbe667de,8430a9c4ec,Worldwide,Canada,34,1334641286,1335325161
d5a0ae0057,3d9c8ec96c,"United States of America","United States of America",229,1334649583,1335668854
5768b9098f,b392065f1e,"United States of America","United States of America",75,1334636662,1343088320
e9b3dc7211,eb38aca774,"United States of America","United States of America",70,1334658970,1343110508
9377c329e9,9569b3503e,Worldwide,Finland,70,1334658155,1335671880
a8d2a32153,53278bfddc,"United States of America","United States of America",58,1334644028,1335146344
1db5024c58,b392065f1e,"United States of America","United States of America",144,1334641505,1343094245
026073eb59,a3ffad93e2,Worldwide,undeclared,93,1334650687,1340588938
cc26f93d21,28f64a7e66,"United States of America","United States of America",164,1334656832,1335331799
428c8840c1,db0c1adda1,Worldwide,"United States of America",22,1334638899,1334638899
96ee1f24ab,fd53026c31,"United States of America","United States of America",63,1334650661,1335341888
81b00035cf,25f5a28840,"United States of America","United States of America",70,1334699871,1334699871
f70bf7ee6c,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442044
2c19103208,7e96236b9f,"United Kingdom","United Kingdom",168,1334643126,1337842040
b877edc9ef,a59e8cf63a,"United States of America","United States of America",63,1334670919,1334670919
fa247fbfa5,11f3675680,Worldwide,Germany,59,1334633085,1335136876
50c2948b27,a3ffad93e2,"United States of America","United States of America",70,1334650687,1340588939
d421a58049,32064d7997,Worldwide,"United States of America",93,1334649302,1343099325
186b99b065,db0c1adda1,Worldwide,"United States of America",155,1334638899,1337661863
45ccce97ad,0d0eb04777,"United States of America","United States of America",130,1334678147,1339984349
57f901dc62,e9c9c92b45,Worldwide,Netherlands,22,1334686139,1337994944
1aaac306ed,88c806953f,Worldwide,"United States of America",190,1334702901,1336274876
a1bc47fd6f,644ba32cd3,"United States of America","United States of America",63,1334650686,1334650686
2a342491f2,c85b69b22f,Worldwide,Austria,70,1334639919,1342935816
9ad9ee0ca5,fd065ea99a,"United States of America","United States of America",22,1334667285,1334819437
c7b67a0205,07d518eda9,"United States of America","United States of America",63,1334656783,1334899060
e810d467f1,254661315e,"United States of America","United States of America",33,1334695108,1335670720
9b680d242a,e1ca55b720,Worldwide,France,23,1334653291,1337068970
3acc0bf6bc,d5977db029,Worldwide,undeclared,93,1334649452,1341469692
94b39af074,d5977db029,Worldwide,undeclared,150,1334636534,1341458127
5185e550d5,06b8d7df42,"United Kingdom","United Kingdom",23,1334650687,1335068926
0875562d60,e1ca55b720,Worldwide,France,22,1334666514,1335305651
5b1b5bf79f,247adf9be8,"United States of America","United States of America",25,1334640404,1337822641
6c84744525,4b04f8649e,Worldwide,undeclared,63,1334670919,1335332408
6a3bcf5b62,e1ca55b720,Worldwide,France,22,1334666514,1335325941
b9666aaa13,79d26b0e71,"United States of America","United States of America",25,1334640399,1337410057
36cc3ce053,5590241a4a,Worldwide,China,233,1334635817,1335309175
711a3c6b19,e1ca55b720,Worldwide,France,23,1334653291,1338619662
8d5ef7e80f,32505c0563,Worldwide,undeclared,122,1334650755,1343120373
49b3978a6b,c058f1dea7,Worldwide,"United States of America",212,1334645895,1343095959
30c63cc200,78751100e9,"United States of America","United States of America",22,1334638653,1335057171
09a933f205,78751100e9,"United States of America","United States of America",22,1334638653,1335057243
388d1bbce9,90341a8ea5,"EU, USA, and Canada",Germany,48,1334643434,1343107767
c142903a98,79d26b0e71,"United States of America","United States of America",26,1334665897,1334983783
34b2a7880c,db0c1adda1,Worldwide,"United States of America",139,1334636961,1340499202
75614e5f40,f24672929d,Australia,Australia,41,1334652052,1341472411
ede3eedc48,d357254a10,Worldwide,Netherlands,23,1334653291,1341973353
1be5fe6ff3,00ee755a79,Worldwide,undeclared,129,1334643790,1341039795
6209896529,ec86fcb76d,Worldwide,undeclared,144,1334652995,1334652995
b2c3bad9d8,db0c1adda1,Worldwide,"United States of America",70,1334638899,1335323965
4e3dcddc14,1ca1311547,"United States of America","United States of America",56,1334647732,1341979816
965a1b9cf7,15163b593d,Worldwide,Canada,22,1334652906,1334805962
012d11586f,9668d667f3,"United States of America","United States of America",92,1334639348,1343095020
50e2dd5149,ac9672c4d4,"European Union","United Kingdom",223,1334637588,1343100620
b36a119dc3,a3ffad93e2,"United States of America","United States of America",24,1334640586,1335834701
afc796524d,ec86fcb76d,Worldwide,undeclared,144,1334652995,1334652995
85928176a5,a54cd7dce9,Worldwide,"United States of America",12,1334638298,1343119169
c2800121bc,a62f5b629d,"United States of America","United States of America",6,1334652937,1335331214
729c3ab5fa,11f3675680,Germany,Germany,70,1334641424,1335144509
5d302b9687,fd065ea99a,"United States of America","United States of America",22,1334667285,1334819435
58df7461ad,06b8d7df42,Worldwide,"United Kingdom",79,1334640624,1335315094
398ee26afa,a54cd7dce9,Worldwide,"United States of America",12,1334638300,1343119671
2b73e170fa,c2956cac29,"USA and Canada","United States of America",22,1334651009,1336442088
6eeca3eeb3,d000b01a82,Worldwide,Moldova,65,1334643617,1343108213
aa8ad18cea,17ca2c9f8c,Worldwide,Canada,70,1334647303,1335678395
67184e721a,4b1ca3a6e9,Worldwide,Netherlands,33,1334639103,1342668310
d3e5f0cdb4,0c55707667,"USA and Canada","United States of America",70,1334680766,1335857273
7edca9edeb,88c806953f,Worldwide,"United States of America",148,1334642202,1343116527
e2edcc4f4b,78751100e9,"United States of America","United States of America",22,1334638654,1334638654
eaf4830c58,db0c1adda1,Worldwide,"United States of America",22,1334638899,1334638899
a3b6e87a53,ef1de7aacc,Worldwide,undeclared,151,1334636534,1343088086
70c22d9041,e62cd0afa0,"United States of America","United States of America",22,1334656785,1335072325
f19b83ef20,244342e41d,"Worldwide except USA",Netherlands,168,1334658159,1335331230
a3ca5ed79b,5ccff26d26,"EU, CH, and NO",Germany,55,1334647054,1339659673
0efa21b9b3,389aac041c,Australia,Australia,70,1334677393,1334677393
cb8adc1f7b,34bae52d8b,"United States of America","United States of America",63,1334634703,1334634703
e85b506bde,17ad4cfc2e,"United States of America","United States of America",33,1334699871,1342921175
e82510dd51,a59e8cf63a,"United States of America","United States of America",63,1334657336,1334816781
e30bfa8cbe,fd065ea99a,"United States of America","United States of America",22,1334667285,1334819438
d2617cd1c4,06b8d7df42,"United Kingdom","United Kingdom",53,1334647732,1334890246
9dee7dc102,db0c1adda1,Worldwide,"United States of America",22,1334638899,1334638899
264c27851a,244342e41d,"Worldwide except USA",Netherlands,34,1334655286,1341989859
2a818cfba4,06b8d7df42,"United Kingdom","United Kingdom",168,1334647739,1334888558
1c4528e151,7e96236b9f,"United Kingdom","United Kingdom",22,1334643126,1334643126
be8c9afda1,d5ef8e08ae,"United States of America","United States of America",24,1334712200,1337560271
a9dacdcf47,f24672929d,Australia,Australia,7,1334639742,1341453203
425caec2e6,db0c1adda1,Worldwide,"United States of America",22,1334638899,1334638899
